Encoding Date,Form Number,Name,Barangay,Zoning_Code,Lot_Area_sqm,Application Type,Purpose,Assessment Fee
2021-03-10,U-585909,Chloe Santos,Poblacion C,,,Locational Clearance,Bank Financing Requirement,4743.26
2021-03-10,U-851306,Agri-Ventures Farms Corp.,Calantas,PTA-SZ-RA,17839.03,Locational Clearance,Residential Construction,5195.47
2021-03-10,U-206177,Luzon Integrated Trading Corp.,Calantas,PDA-SZ,9822.82,Locational Clearance,Farm Development Permit,21288.4
2021-03-10,U-721309,Daniel Reyes,Tulos,FR-SZ,20327.25,Locational Clearance,Bank Financing Requirement,1612.11
2021-03-10,U-371082,Corazon Dimaculangan,Mabato,,,Zoning Certificate,Farm Development Permit,374.12
2021-03-10,U-228513,Emmanuel Ramos,Balibago,,,Zoning Certificate,Residential Construction,324.49
2021-03-10,U-670838,Antonio Dimaculangan,Bagong Pook,,,Zoning Certificate,Business Permit Requirement,387.13
2021-03-10,U-859541,Danilo Cruz,Santa Cruz,BR2-SZ,98.71,Zoning Certificate,Residential Construction,406.53
2021-03-11,U-306475,Maria Reyes,Santa Cruz,BR2-SZ,74.55,Locational Clearance,Residential Construction,16097.41
2021-03-11,U-018146,Angel Lopez,San Roque,C1-Z,220.5,Locational Clearance,Commercial Building Construction,9766.49
2021-03-11,U-095900,Chloe Macalalad,Poblacion D,R2-Z,204.81,Locational Clearance,Subdivision Phase 1,16816.87
2021-03-11,U-021188,Agri-Ventures Commercial Center,Bagong Pook,,,Zoning Certificate,Bank Financing Requirement,413.45
2021-03-11,U-631107,Luz Alday,Pinagsibaan,I2-Z,6953.23,Zoning Certificate,Environmental Compliance,409.87
2021-03-12,U-148121,Southern Luzon Enterprises,San Ignacio,AgIndZ,2608.95,Development Permit,Environmental Compliance,90400.48
2021-03-12,U-427939,Chloe Ramos,Poblacion A,,,Locational Clearance,Subdivision Phase 1,11055.06
2021-03-12,U-422679,Angel Mendoza,Itlugan,,,Locational Clearance,Subdivision Phase 1,14202.25
2021-03-12,U-630137,David Garcia,Poblacion E,R1-Z,103.25,Locational Clearance,Bank Financing Requirement,15533.97
2021-03-12,U-983099,Southern Luzon Enterprises,San Roque,BR2-SZ,115.88,Zoning Certificate,Subdivision Phase 1,300.74
2021-03-15,U-264739,Rosario Commercial Center,Poblacion D,C2-Z,315.04,Development Permit,Commercial Building Construction,47277.23
2021-03-15,U-690610,Agri-Ventures Commercial Center,Quilib,,,Locational Clearance,Residential Construction,12271.69
2021-03-15,U-998780,Juan Dimaculangan,Mayuro,R1-Z,323.27,Locational Clearance,Subdivision Phase 1,21199.67
2021-03-15,U-855915,Maria Perez,Salao,R2-Z,191.77,Locational Clearance,Residential Construction,2664.07
2021-03-15,U-143052,Batangas Gold Enterprises,Mabunga,PDA-SZ,12580.65,Locational Clearance,Farm Development Permit,8120.51
2021-03-15,U-802103,Angel Macalalad,Bayawang,,,Zoning Certificate,Industrial Park Expansion,275.93
2021-03-15,U-803873,Benjamin Torres,Calantas,ECT-Z,4155.99,Zoning Certificate,Commercial Complex Development,491.67
2021-03-16,U-649259,Batangas Gold Holdings Inc.,Pinagsibaan,CMRF,561.07,Development Permit,General Property Clearance,123286.3
2021-03-16,U-547013,Emmanuel Dimaculangan,San Carlos,AgIndZ-PGR,6700.36,Locational Clearance,Residential Construction,2633.36
2021-03-16,U-159798,Teresa Cruz,Poblacion A,R2-Z,146.71,Locational Clearance,Subdivision Phase 1,21747.22
2021-03-16,U-948387,Angel Lopez,Nasi,R1-Z,165.32,Locational Clearance,Subdivision Phase 1,15772.02
2021-03-16,U-193318,Juan Torres,Palakpak,PTA-SZ-RA,3501.75,Locational Clearance,Subdivision Phase 1,5199.93
2021-03-16,U-230963,Danilo Rodriguez,Pinagsibaan,AgIndZ,3995.32,Locational Clearance,Environmental Compliance,4420.36
2021-03-16,U-578932,Grace Fernandez,Marilag,AgIndZ,6241.18,Locational Clearance,Warehouse/Factory Construction,16341.97
2021-03-16,U-073765,Batangas Realty & Development,Masaya,R2-Z,204.55,Locational Clearance,Subdivision Phase 1,9706.8
2021-03-16,U-106585,Chloe Ramos,Santa Cruz,,,Zoning Certificate,Bank Financing Requirement,370.47
2021-03-17,U-212217,Southern Luzon Holdings Inc.,Antipolo,AgIndZ,5006.44,Development Permit,Warehouse/Factory Construction,68596.73
2021-03-17,U-331494,Victoria Rodriguez,Balibago,R1-Z,306.54,Locational Clearance,Subdivision Phase 1,5655.88
2021-03-17,U-187151,Grace Santos,Poblacion D,R2-Z,220.28,Zoning Certificate,Subdivision Phase 1,313.27
2021-03-18,U-779523,Grace Reyes,Bagong Pook,R2-Z,123.12,Locational Clearance,Residential Construction,15439.43
2021-03-18,U-565075,Danilo Rodriguez,Poblacion E,R1-Z,205.12,Locational Clearance,Subdivision Phase 1,11294.23
2021-03-18,U-753573,Sofia Santos,Masaya,R1-Z,283.11,Locational Clearance,Residential Construction,16675.59
2021-03-18,U-033963,Antonio Perez,Poblacion E,R2-Z,245.53,Locational Clearance,Subdivision Phase 1,9227.7
2021-03-18,U-504766,David Cruz,Quilib,,,Zoning Certificate,Bank Financing Requirement,254.23
2021-03-19,U-721718,Luz Mendoza,Balibago,,,Locational Clearance,Subdivision Phase 1,14529.86
2021-03-19,U-486174,Sofia Santos,Balibago,C/MP-Z,2169.94,Locational Clearance,Commercial Complex Development,5554.38
2021-03-19,U-288234,Christian Macalalad,Baybayin,R1-Z,149.52,Locational Clearance,Residential Construction,12531.71
2021-03-19,U-081549,David Sanchez,Namuco,AgIndZ,4549.88,Locational Clearance,Warehouse/Factory Construction,2389.15
2021-03-19,U-646648,Corazon Rodriguez,Tulos,5491-APDA-SZ,3002.0,Locational Clearance,Land Title Verification,18665.96
2021-03-19,U-179744,Luzon Integrated Realty & Development,Itlugan,R1-Z,246.7,Locational Clearance,Bank Financing Requirement,16178.02
2021-03-19,U-144492,Daniel Lopez,Namunga,T-Z,1429.11,Locational Clearance,Site Development Permit,1802.25
2021-03-19,U-860092,Prime Trading Corp.,Mabato,PDA-SZ,7277.52,Locational Clearance,Agribusiness Construction,15323.27
2021-03-19,U-476199,Southern Luzon Commercial Center,Alupay,UTS-Z,1273.78,Locational Clearance,Facility/Structure Construction,5021.52
2021-03-19,U-414584,Southern Luzon Holdings Inc.,Macalamcam B,AgIndZ,4853.6,Zoning Certificate,Warehouse/Factory Construction,406.91
2021-03-22,U-635228,Agri-Ventures Realty & Development,Macalamcam B,R1-Z,165.21,Locational Clearance,Residential Construction,2394.78
2021-03-22,U-717782,Danilo Comia,Palakpak,GI-Z,2664.05,Locational Clearance,Warehouse/Factory Construction,10736.38
2021-03-22,U-998046,Rosario Realty & Development,Itlugan,R1-Z,122.86,Locational Clearance,Residential Construction,19645.69
2021-03-22,U-155191,Southern Luzon Enterprises,San Roque,C1-Z,380.04,Locational Clearance,Commercial Building Construction,16874.8
2021-03-22,U-920613,Daniel Santos,Pinagsibaan,AgIndZ,3126.87,Locational Clearance,Industrial Park Expansion,17466.55
2021-03-22,U-499090,Juan Cruz,Itlugan,R1-Z,174.9,Locational Clearance,Residential Construction,15098.48
2021-03-23,U-287466,Daniel Garcia,Bagong Pook,R1-Z,193.12,Locational Clearance,Bank Financing Requirement,2574.45
2021-03-23,U-415755,Daniel Gonzales,Quilib,R1-Z,149.78,Locational Clearance,Subdivision Phase 1,19201.82
2021-03-23,U-383937,Juan Comia,Alupay,I2-Z,5904.13,Locational Clearance,Industrial Park Expansion,17797.54
2021-03-23,U-348979,Prime Logistics Inc.,Macalamcam B,C1-Z,446.94,Locational Clearance,Commercial Complex Development,13593.5
2021-03-23,U-375201,Danilo Bautista,Alupay,AgIndZ-PTR,7443.42,Locational Clearance,Bank Financing Requirement,9306.01
2021-03-23,U-646526,Christian Lopez,Pinagsibaan,UTS-Z,1361.17,Locational Clearance,Site Development Permit,14476.39
2021-03-23,U-133451,Angel Santos,Poblacion E,C1-Z,298.83,Zoning Certificate,Commercial Complex Development,457.38
2021-03-24,U-952438,Juan Fernandez,Bulihan,,,Locational Clearance,Bank Financing Requirement,8514.63
2021-03-24,U-599213,Corazon Garcia,Quilib,,,Locational Clearance,Subdivision Phase 1,5007.57
2021-03-24,U-312904,Prime Trading Corp.,Santa Cruz,R1-Z,230.15,Locational Clearance,Bank Financing Requirement,16068.32
2021-03-24,U-904992,David Mercado,Leviste,R1-Z,174.07,Locational Clearance,Subdivision Phase 1,3463.78
2021-03-24,U-229548,Sofia Sanchez,Pinagsibaan,AgIndZ,6105.42,Locational Clearance,Warehouse/Factory Construction,6845.65
2021-03-24,U-244658,Jose Cruz,Maligaya,R2-Z,176.48,Locational Clearance,Bank Financing Requirement,12283.91
2021-03-24,U-217315,Luz Rodriguez,Santa Cruz,R1-Z,322.31,Locational Clearance,Subdivision Phase 1,12076.49
2021-03-24,U-908115,Ramon Reyes,Tulos,FR-SZ,22011.57,Locational Clearance,Subdivision Phase 1,19124.14
2021-03-25,U-946885,Grace Sanchez,Quilib,,,Locational Clearance,Subdivision Phase 1,9573.92
2021-03-25,U-269831,Mark Cruz,Santa Cruz,T-Z,3698.77,Locational Clearance,General Property Clearance,3349.0
2021-03-25,U-463907,Jose Comia,Santa Cruz,R1-Z,156.42,Locational Clearance,Subdivision Phase 1,12371.72
2021-03-25,U-125461,Danilo Bautista,Quilib,R2-Z,199.73,Locational Clearance,Residential Construction,4365.34
2021-03-25,U-962073,Benjamin Gonzales,Alupay,AgIndZ-PGR,2139.82,Locational Clearance,Residential Construction,13192.85
2021-03-25,U-189690,Emmanuel Sanchez,Tulos,ECT-Z,7824.61,Locational Clearance,Commercial Building Construction,11321.81
2021-03-25,U-293720,Jose Macalalad,San Carlos,PDA-SZ,14389.23,Locational Clearance,Land Title Verification,14871.14
2021-03-25,U-368046,Danilo Mendoza,Pinagsibaan,AgIndZ-PTR,5915.95,Locational Clearance,Residential Construction,10691.8
2021-03-25,U-452102,Daniel Alday,Pinagsibaan,I1-Z,3783.31,Zoning Certificate,Warehouse/Factory Construction,489.78
2021-03-26,U-801840,Angel Castillo,San Isidro,,,Locational Clearance,Business Permit Requirement,7173.41
2021-03-26,U-867954,Antonio Lopez,Pinagsibaan,,,Locational Clearance,Industrial Park Expansion,13022.27
2021-03-26,U-302998,Grace Mercado,Poblacion B,C2-Z,519.22,Locational Clearance,Business Permit Requirement,18338.96
2021-03-26,U-455293,Victoria Alday,San Carlos,UTS-Z,895.47,Locational Clearance,Facility/Structure Construction,8998.41
2021-03-26,U-225531,Sofia Gonzales,San Roque,R1-Z,282.41,Locational Clearance,Residential Construction,12713.3
2021-03-26,U-612326,Sofia Ramos,Bagong Pook,C1-Z,494.85,Locational Clearance,Commercial Complex Development,14276.77
2021-03-29,U-606930,Grace Alday,Bayawang,,,Locational Clearance,Subdivision Phase 1,12821.6
2021-03-29,U-792672,David Comia,Poblacion C,,,Locational Clearance,Business Permit Requirement,7952.71
2021-03-29,U-602795,Rosario Farms Corp.,Bayawang,AgIndZ-PGR,8706.51,Locational Clearance,Subdivision Phase 1,7826.47
2021-03-29,U-091975,Ramon Mendoza,San Roque,R1-Z,224.01,Locational Clearance,Residential Construction,20610.93
2021-03-30,U-958166,Emmanuel Cruz,Calantas,FZ,17352.7,Locational Clearance,Site Development Permit,18010.14
2021-03-30,U-953448,Luzon Integrated Commercial Center,San Roque,R1-Z,120.09,Locational Clearance,Subdivision Phase 1,13413.16
2021-03-30,U-959485,Antonio Gonzales,Putingkahoy,ECT-Z,5831.76,Locational Clearance,Business Permit Requirement,14211.61
2021-03-30,U-193674,David Macalalad,Macalamcam A,R2-Z,92.13,Locational Clearance,Bank Financing Requirement,10416.04
2021-03-30,U-905092,Chloe Bautista,Mabato,PDA-SZ,16295.41,Locational Clearance,Agribusiness Construction,13084.18
2021-03-30,U-060693,Juan Mendoza,Alupay,AgIndZ-PTR,3302.5,Locational Clearance,Residential Construction,10232.27
2021-03-30,U-521463,Christian Sanchez,Namunga,R1-Z,341.59,Locational Clearance,Bank Financing Requirement,12023.76
2021-03-31,U-265318,Luz Mercado,Poblacion B,,,Locational Clearance,Business Permit Requirement,7214.16
2021-03-31,U-953917,Juan Perez,Calantas,ECT-Z,7138.32,Locational Clearance,Business Permit Requirement,19281.92
2021-03-31,U-164204,Victoria Cruz,Bagong Pook,R1-Z,274.75,Locational Clearance,Bank Financing Requirement,5910.21
2021-03-31,U-975547,Rosario Realty & Development,Alupay,AgIndZ,5059.64,Locational Clearance,Environmental Compliance,14406.63
2021-03-31,U-697823,Angel Fernandez,Poblacion B,C1-Z,342.76,Locational Clearance,Commercial Building Construction,9762.65
2021-03-31,U-285833,Grace Comia,Bagong Pook,T-Z,1525.55,Locational Clearance,Site Development Permit,6737.41
2021-03-31,U-746985,Maria Castillo,Santa Cruz,BR2-SZ,161.31,Locational Clearance,Subdivision Phase 1,5684.45
2021-03-31,U-351709,Grace Torres,Poblacion A,,,Zoning Certificate,Bank Financing Requirement,475.26
2021-03-31,U-603842,Angel Alday,Pinagsibaan,AgIndZ-PTR,9922.68,Zoning Certificate,Bank Financing Requirement,417.72
2021-04-05,U-839884,Antonio Sanchez,Leviste,R1-Z,339.49,Locational Clearance,Subdivision Phase 1,6483.28
2021-04-05,U-897075,Prime Holdings Inc.,Alupay,I1-Z,1517.08,Locational Clearance,Industrial Park Expansion,13881.69
2021-04-05,U-435020,Mark Castillo,Mabunga,R1-Z,157.54,Locational Clearance,Subdivision Phase 1,3727.34
2021-04-05,U-175973,Luzon Integrated Enterprises,Bagong Pook,R1-Z,327.9,Locational Clearance,Residential Construction,10653.78
2021-04-05,U-412393,Luzon Integrated Holdings Inc.,Mabunga,C1-Z,220.06,Locational Clearance,Commercial Building Construction,14891.79
2021-04-06,U-403417,Agri-Ventures Holdings Inc.,Palakpak,,,Locational Clearance,Residential Construction,14234.17
2021-04-06,U-619765,Agri-Ventures Holdings Inc.,Bagong Pook,BR2-SZ,125.05,Locational Clearance,Bank Financing Requirement,16714.25
2021-04-06,U-794079,Emmanuel Gonzales,Balibago,R1-Z,285.04,Locational Clearance,Residential Construction,1508.94
2021-04-06,U-554137,Emmanuel Ramos,Quilib,R1-Z,275.95,Locational Clearance,Bank Financing Requirement,16478.33
2021-04-06,U-012153,Juan Garcia,Santa Cruz,C1-Z,213.41,Locational Clearance,Business Permit Requirement,1546.02
2021-04-06,U-724947,David Comia,Bagong Pook,R2-Z,137.07,Locational Clearance,Residential Construction,7783.05
2021-04-06,U-146181,Batangas Holdings Inc.,Baybayin,PTA-SZ-RA,7446.12,Zoning Certificate,Subdivision Phase 1,368.08
2021-04-06,U-622125,Antonio Rodriguez,Bayawang,AgIndZ-PTR,6855.97,Zoning Certificate,Bank Financing Requirement,328.58
2021-04-06,U-773039,Chloe Bautista,San Isidro,R1-Z,224.88,Zoning Certificate,Subdivision Phase 1,483.03
2021-04-06,U-631173,Luz Bautista,San Isidro,C1-Z,155.51,Zoning Certificate,Business Permit Requirement,407.7
2021-04-07,U-183888,Rosario Realty & Development,Pinagsibaan,I2-Z,6801.63,Locational Clearance,Industrial Park Expansion,15875.66
2021-04-07,U-232104,Christian Garcia,Alupay,AgIndZ-PTR,5331.56,Locational Clearance,Subdivision Phase 1,11377.61
2021-04-07,U-048794,Maria Macalalad,Bagong Pook,T-Z,2847.8,Locational Clearance,Facility/Structure Construction,6545.52
2021-04-07,U-744620,Grace Rodriguez,Balibago,R2-Z,223.77,Locational Clearance,Residential Construction,15584.79
2021-04-07,U-246870,Agri-Ventures Trading Corp.,Santa Cruz,BR2-SZ,111.25,Locational Clearance,Bank Financing Requirement,15583.09
2021-04-07,U-649764,Emmanuel Cruz,Namunga,R2-Z,194.15,Locational Clearance,Bank Financing Requirement,5167.89
2021-04-08,U-154742,Southern Luzon Commercial Center,Calantas,THSP-SZ,6339.76,Locational Clearance,Facility/Structure Construction,8758.14
2021-04-08,U-451945,Emmanuel Lopez,Mabunga,R2-Z,122.21,Locational Clearance,Bank Financing Requirement,9778.29
2021-04-08,U-071532,David Fernandez,Alupay,AgIndZ,7612.27,Locational Clearance,Industrial Park Expansion,12752.26
2021-04-08,U-771295,Chloe Dimaculangan,Quilib,R2-Z,83.78,Locational Clearance,Subdivision Phase 1,10767.16
2021-04-08,U-759002,Ramon Garcia,Pinagsibaan,I3-Z,3714.29,Locational Clearance,Warehouse/Factory Construction,13048.27
2021-04-08,U-746139,Luzon Integrated Farms Corp.,Leviste,R2-Z,116.69,Locational Clearance,Subdivision Phase 1,10882.24
2021-04-08,U-807444,Jose Macalalad,San Isidro,R1-Z,195.56,Locational Clearance,Bank Financing Requirement,8135.37
2021-04-08,U-152157,Grace Reyes,Alupay,I2-Z,2601.86,Locational Clearance,Industrial Park Expansion,5335.45
2021-04-08,U-544350,Prime Holdings Inc.,Calantas,PDA-SZ,6146.94,Locational Clearance,Agribusiness Construction,20991.5
2021-04-12,U-206002,Batangas Realty & Development,Santa Cruz,R1-Z,106.43,Development Permit,Bank Financing Requirement,87210.21
2021-04-12,U-488806,Southern Luzon Farms Corp.,Pinagsibaan,,,Locational Clearance,Site Development Permit,14551.13
2021-04-12,U-053407,Rosario Trading Corp.,Alupay,CMRF,1757.85,Locational Clearance,General Property Clearance,9384.8
2021-04-12,U-477060,Corazon Fernandez,Santa Cruz,BR2-SZ,86.07,Locational Clearance,Subdivision Phase 1,11170.74
2021-04-12,U-236484,Victoria Castillo,San Carlos,UTS-Z,1098.67,Locational Clearance,Site Development Permit,11687.94
2021-04-12,U-319410,Prime Enterprises,Pinagsibaan,AgIndZ-PGR,2153.74,Locational Clearance,Subdivision Phase 1,21724.37
2021-04-12,U-748492,Danilo Alday,San Roque,AgIndZ,4314.91,Locational Clearance,Industrial Park Expansion,15106.51
2021-04-12,U-119437,Corazon Castillo,Calantas,,,Zoning Certificate,Agribusiness Construction,276.17
2021-04-13,U-383862,Batangas Trading Corp.,Salao,R1-Z,178.68,Development Permit,Residential Construction,95161.25
2021-04-13,U-076422,Teresa Torres,Quilib,,,Locational Clearance,Residential Construction,14324.03
2021-04-13,U-290752,Victoria Ramos,Nasi,,,Locational Clearance,Agribusiness Construction,7309.51
2021-04-13,U-621899,Emmanuel Ramos,Poblacion C,PR-Z,1195.37,Locational Clearance,Residential Construction,9098.69
2021-04-13,U-554329,Jose Castillo,Macalamcam B,R1-Z,193.15,Locational Clearance,Residential Construction,5216.27
2021-04-13,U-956485,Prime Commercial Center,Bulihan,R1-Z,319.01,Locational Clearance,Bank Financing Requirement,19952.5
2021-04-13,U-350424,Grace Santos,Mavalor,C/MP-Z,2242.79,Locational Clearance,Business Permit Requirement,12428.84
2021-04-13,U-560356,Grace Alday,Bagong Pook,BR2-SZ,113.03,Locational Clearance,Bank Financing Requirement,15011.12
2021-04-13,U-310987,Victoria Rodriguez,Marilag,GI-Z,3256.43,Locational Clearance,Industrial Park Expansion,11779.4
2021-04-13,U-690462,Prime Logistics Inc.,Bagong Pook,C1-Z,340.76,Zoning Certificate,Commercial Complex Development,479.15
2021-04-13,U-043032,Agri-Ventures Holdings Inc.,Salao,PDA-SZ,12453.47,Zoning Certificate,Land Title Verification,398.96
2021-04-14,U-515430,Southern Luzon Commercial Center,San Roque,R2-Z,154.04,Development Permit,Bank Financing Requirement,73906.45
2021-04-14,U-436943,Antonio Macalalad,Santa Cruz,,,Locational Clearance,Facility/Structure Construction,8001.96
2021-04-14,U-471514,Emmanuel Lopez,Calantas,,,Locational Clearance,General Property Clearance,8394.22
2021-04-14,U-290147,David Garcia,Poblacion E,MR2-SZ,141.51,Locational Clearance,Subdivision Phase 1,18814.91
2021-04-14,U-093675,Chloe Rodriguez,Quilib,C1-Z,303.15,Locational Clearance,Commercial Complex Development,4957.55
2021-04-14,U-239126,Juan Rodriguez,Palakpak,PTA-SZ-RA,5398.32,Locational Clearance,Bank Financing Requirement,6015.12
2021-04-14,U-011093,Christian Bautista,Namuco,I2-Z,7462.81,Locational Clearance,Environmental Compliance,20505.14
2021-04-14,U-289950,Daniel Rodriguez,Baybayin,PDA-SZ,6693.34,Locational Clearance,Land Title Verification,21312.24
2021-04-14,U-361608,Corazon Alday,Poblacion E,C2-Z,436.41,Locational Clearance,Commercial Building Construction,3809.03
2021-04-14,U-706850,Jose Macalalad,San Roque,R1-Z,234.34,Locational Clearance,Subdivision Phase 1,7050.55
2021-04-14,U-081157,Luzon Integrated Farms Corp.,San Carlos,I1-Z,3843.29,Locational Clearance,Industrial Park Expansion,21549.51
2021-04-14,U-614905,Chloe Sanchez,Bulihan,R2-Z,203.96,Locational Clearance,Residential Construction,4167.59
2021-04-14,U-356301,Chloe Cruz,Bayawang,,,Zoning Certificate,Industrial Park Expansion,287.62
